#=====================================================
# File created:        Sat-01-Nov-2025-at-08-51-37AM
# Size of lattice:     50x50
# Number of MC steps:  250
# Reduced temperature: 0.500
# Run time (s):        3.294580
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2424.9260  0.2662 
   00001    0.5860   -4738.7575  0.2970 
   00002    0.5084   -5053.8405  0.2970 
   00003    0.4500   -5166.1898  0.3040 
   00004    0.4268   -5279.6426  0.3052 
   00005    0.4032   -5339.7805  0.3101 
   00006    0.3824   -5419.7989  0.3128 
   00007    0.3728   -5455.8800  0.3050 
   00008    0.3592   -5426.7919  0.2994 
   00009    0.3688   -5367.8247  0.2991 
   00010    0.3672   -5293.6448  0.2957 
   00011    0.3632   -5279.4946  0.2977 
   00012    0.3628   -5320.0968  0.2954 
   00013    0.3552   -5358.3811  0.3009 
   00014    0.3584   -5333.6991  0.3040 
   00015    0.3604   -5325.0724  0.2984 
   00016    0.3580   -5346.8143  0.3039 
   00017    0.3748   -5352.6232  0.3053 
   00018    0.3612   -5365.3498  0.3095 
   00019    0.3608   -5391.9125  0.3169 
   00020    0.3672   -5398.9749  0.3217 
   00021    0.3616   -5419.1564  0.3159 
   00022    0.3576   -5416.3865  0.3076 
   00023    0.3588   -5370.9377  0.3010 
   00024    0.3724   -5302.9724  0.2954 
   00025    0.3756   -5306.4999  0.2945 
   00026    0.3700   -5316.7122  0.3026 
   00027    0.3792   -5339.6157  0.3000 
   00028    0.3872   -5327.6562  0.2997 
   00029    0.3872   -5367.7108  0.2875 
   00030    0.3812   -5371.5081  0.2842 
   00031    0.3732   -5306.5575  0.2737 
   00032    0.3756   -5302.0058  0.2742 
   00033    0.3792   -5300.4495  0.2817 
   00034    0.3604   -5328.9809  0.2807 
   00035    0.3540   -5342.0677  0.2818 
   00036    0.3660   -5356.8341  0.2799 
   00037    0.3608   -5333.4567  0.2839 
   00038    0.3620   -5317.1008  0.2821 
   00039    0.3628   -5285.5176  0.2773 
   00040    0.3620   -5312.8592  0.2713 
   00041    0.3584   -5295.9761  0.2628 
   00042    0.3484   -5309.8702  0.2625 
   00043    0.3592   -5319.9428  0.2647 
   00044    0.3504   -5283.1110  0.2629 
   00045    0.3496   -5299.9421  0.2554 
   00046    0.3540   -5281.0867  0.2515 
   00047    0.3660   -5300.2857  0.2578 
   00048    0.3640   -5328.7702  0.2630 
   00049    0.3564   -5378.2368  0.2710 
   00050    0.3564   -5359.2007  0.2707 
   00051    0.3540   -5314.2779  0.2767 
   00052    0.3700   -5292.4023  0.2763 
   00053    0.3668   -5264.4123  0.2757 
   00054    0.3704   -5284.9682  0.2787 
   00055    0.3652   -5280.9460  0.2812 
   00056    0.3684   -5239.9215  0.2790 
   00057    0.3708   -5225.1464  0.2790 
   00058    0.3752   -5231.9863  0.2779 
   00059    0.3688   -5259.0353  0.2721 
   00060    0.3656   -5261.4648  0.2646 
   00061    0.3664   -5279.1993  0.2585 
   00062    0.3624   -5338.1508  0.2568 
   00063    0.3616   -5389.7809  0.2620 
   00064    0.3548   -5312.4667  0.2653 
   00065    0.3596   -5231.4059  0.2649 
   00066    0.3612   -5223.3474  0.2677 
   00067    0.3680   -5249.2871  0.2712 
   00068    0.3676   -5302.3199  0.2705 
   00069    0.3688   -5266.4626  0.2682 
   00070    0.3636   -5266.8949  0.2729 
   00071    0.3628   -5252.5859  0.2731 
   00072    0.3644   -5260.8862  0.2816 
   00073    0.3588   -5246.6419  0.2831 
   00074    0.3608   -5189.4160  0.2846 
   00075    0.3732   -5204.4549  0.2789 
   00076    0.3692   -5269.8224  0.2765 
   00077    0.3628   -5278.6297  0.2763 
   00078    0.3604   -5246.7842  0.2698 
   00079    0.3608   -5197.6115  0.2662 
   00080    0.3544   -5191.0888  0.2695 
   00081    0.3704   -5223.1794  0.2714 
   00082    0.3700   -5229.1581  0.2645 
   00083    0.3592   -5262.5622  0.2603 
   00084    0.3620   -5282.5730  0.2562 
   00085    0.3616   -5322.9351  0.2603 
   00086    0.3684   -5331.5585  0.2618 
   00087    0.3616   -5333.9595  0.2654 
   00088    0.3572   -5302.8693  0.2603 
   00089    0.3612   -5262.2497  0.2545 
   00090    0.3584   -5244.0105  0.2533 
   00091    0.3592   -5226.6450  0.2634 
   00092    0.3632   -5228.0085  0.2704 
   00093    0.3604   -5254.6218  0.2685 
   00094    0.3564   -5272.6825  0.2777 
   00095    0.3656   -5271.8011  0.2858 
   00096    0.3780   -5335.4045  0.2931 
   00097    0.3716   -5367.2420  0.2938 
   00098    0.3660   -5362.9456  0.2904 
   00099    0.3720   -5316.3055  0.2866 
   00100    0.3800   -5290.8960  0.2804 
   00101    0.3696   -5270.5368  0.2797 
   00102    0.3600   -5231.1822  0.2771 
   00103    0.3596   -5186.7408  0.2688 
   00104    0.3672   -5185.8916  0.2669 
   00105    0.3708   -5196.4981  0.2674 
   00106    0.3656   -5227.9433  0.2737 
   00107    0.3576   -5250.9175  0.2740 
   00108    0.3592   -5278.7219  0.2756 
   00109    0.3612   -5284.8206  0.2707 
   00110    0.3652   -5246.0408  0.2680 
   00111    0.3736   -5265.5500  0.2710 
   00112    0.3808   -5272.1611  0.2716 
   00113    0.3788   -5279.2889  0.2747 
   00114    0.3740   -5251.7475  0.2787 
   00115    0.3784   -5235.9750  0.2808 
   00116    0.3836   -5287.6984  0.2758 
   00117    0.3708   -5307.4670  0.2676 
   00118    0.3676   -5297.9202  0.2609 
   00119    0.3784   -5297.1560  0.2634 
   00120    0.3784   -5297.9868  0.2709 
   00121    0.3756   -5311.8869  0.2788 
   00122    0.3648   -5318.5966  0.2899 
   00123    0.3696   -5339.6725  0.2945 
   00124    0.3612   -5370.3678  0.2960 
   00125    0.3564   -5355.5078  0.2980 
   00126    0.3472   -5345.1576  0.2895 
   00127    0.3544   -5353.5359  0.2830 
   00128    0.3600   -5377.8085  0.2821 
   00129    0.3608   -5393.6750  0.2845 
   00130    0.3612   -5367.1127  0.2783 
   00131    0.3532   -5324.1785  0.2781 
   00132    0.3448   -5267.7208  0.2786 
   00133    0.3444   -5228.9654  0.2742 
   00134    0.3648   -5245.2742  0.2754 
   00135    0.3744   -5233.5523  0.2767 
   00136    0.3672   -5259.0129  0.2744 
   00137    0.3808   -5258.6029  0.2868 
   00138    0.3732   -5267.4207  0.2895 
   00139    0.3700   -5274.8650  0.2954 
   00140    0.3724   -5348.8334  0.2966 
   00141    0.3700   -5352.9068  0.2945 
   00142    0.3524   -5372.6247  0.2938 
   00143    0.3560   -5381.9621  0.2841 
   00144    0.3536   -5408.9685  0.2834 
   00145    0.3600   -5453.9703  0.2814 
   00146    0.3604   -5468.1096  0.2718 
